CustomerID,Age,Gender,Location,Annual_Income,Purchase_Frequency,Avg_Order_Value,Total_Annual_Spend,Top_Category,Preferred_Channel,Days_Since_Last_Purchase,Returns_Count,Satisfaction_Score,Loyalty_Score
CUST05102,19,Female,Chicago,81989,10,57.97,579.7,Books,In-Store,213,0,4.2,3.1
CUST05103,41,Female,San Jose,37464,15,126.33,1894.95,Sports,In-Store,76,7,2.7,5.4
CUST05104,53,Female,Chicago,20000,17,120.08,2041.36,Automotive,In-Store,1,4,4.4,6.3
CUST05105,62,Male,Dallas,115676,22,90.62,1993.64,Electronics,Online,30,1,4.7,6.9
CUST05106,29,Female,San Antonio,35861,12,66.47,797.64,Books,Online,65,3,3.4,4.5
CUST05107,37,Female,Chicago,48052,12,36.54,438.48,Electronics,Online,7,0,3.9,4.7
CUST05108,36,Male,Houston,66774,12,50.9,610.8,Groceries,In-Store,50,4,3.2,4.5
CUST05109,23,Male,San Antonio,34634,8,45.84,366.72,Home & Garden,Mobile App,9,0,3.9,3.9
CUST05110,41,Male,New York,61147,19,69.49,1320.31,Beauty,Mobile App,3,2,4.3,6.3
CUST05111,36,Male,Dallas,32011,16,33.78,540.48,Home & Garden,In-Store,45,4,3.4,5.2
CUST05112,53,Male,Philadelphia,47537,12,14.75,177.0,Automotive,In-Store,1,3,3.0,4.6
CUST05113,36,Female,San Jose,81264,13,98.82,1284.66,Groceries,In-Store,27,1,4.4,5.1
CUST05114,32,Female,San Jose,38109,11,78.22,860.42,Electronics,Online,35,2,4.1,4.5
CUST05115,49,Male,San Antonio,74225,13,40.69,528.97,Groceries,Mobile App,4,1,2.6,4.9
CUST05116,30,Female,Houston,48999,19,46.68,886.92,Home & Garden,Online,4,1,3.9,6.1
CUST05117,59,Female,Houston,42029,18,88.57,1594.26,Automotive,In-Store,7,2,4.0,6.2
CUST05118,18,Male,Houston,20000,13,41.44,538.72,Home & Garden,Mobile App,4,0,3.4,4.9
CUST05119,44,Male,Los Angeles,72169,11,18.89,207.79,Automotive,Online,49,0,3.8,4.1
CUST05120,64,Male,Dallas,25629,11,41.34,454.74,Books,Online,8,1,4.3,4.5
CUST05121,43,Male,Houston,77785,11,117.98,1297.78,Books,In-Store,66,1,3.7,4.5
CUST05122,33,Female,Los Angeles,107655,13,40.53,526.89,Electronics,Mobile App,4,0,3.7,4.9
CUST05123,28,Male,Dallas,36446,9,80.39,723.51,Groceries,Online,117,1,2.7,3.6
CUST05124,51,Male,San Jose,37576,10,56.65,566.5,Groceries,Online,128,3,3.6,3.6
CUST05125,27,Female,Dallas,99259,12,80.36,964.32,Home & Garden,Online,19,1,2.9,4.8
CUST05126,34,Male,San Jose,121530,12,71.34,856.08,Clothing,In-Store,90,1,4.4,4.3
CUST05127,27,Male,New York,66073,17,103.04,1751.68,Books,Mobile App,1,4,4.4,6.1
CUST05128,33,Female,San Antonio,68476,8,53.74,429.92,Clothing,In-Store,12,2,4.3,3.9
CUST05129,29,Male,Philadelphia,26845,15,32.68,490.2,Health,Online,46,2,3.7,5.0
CUST05130,32,Female,Dallas,48889,10,84.48,844.8,Automotive,Online,21,0,5.0,4.4
CUST05131,45,Female,Phoenix,87520,18,87.68,1578.24,Home & Garden,In-Store,22,2,3.7,6.1
CUST05132,18,Female,San Diego,29200,17,61.47,1044.99,Health,Online,1,1,4.0,5.8
CUST05133,24,Male,San Diego,63949,11,246.23,2708.53,Automotive,In-Store,80,2,3.8,5.0
CUST05134,49,Male,San Jose,38176,12,38.97,467.64,Books,In-Store,1,1,3.6,4.7
CUST05135,39,Female,Houston,48126,11,130.9,1439.9,Automotive,In-Store,10,1,4.1,4.9
CUST05136,29,Male,San Diego,60315,11,122.48,1347.28,Groceries,In-Store,63,0,4.7,4.5
CUST05137,27,Male,Chicago,59869,12,46.97,563.64,Books,Online,12,1,4.2,4.7
CUST05138,33,Female,San Antonio,23873,19,60.14,1142.66,Automotive,Online,2,1,3.2,6.2
CUST05139,25,Male,Philadelphia,82783,12,60.22,722.64,Health,Mobile App,78,1,3.8,4.3
CUST05140,33,Male,San Diego,45631,12,17.45,209.4,Home & Garden,Online,43,4,3.2,4.3
CUST05141,33,Female,San Jose,112371,11,63.36,696.96,Groceries,Online,29,0,3.4,4.5
CUST05142,33,Male,Phoenix,76049,6,237.03,1422.18,Books,In-Store,7,1,4.0,4.0
CUST05143,37,Male,San Diego,32383,14,46.94,657.16,Sports,Mobile App,24,1,3.7,5.0
CUST05144,34,Female,San Jose,31851,10,44.33,443.3,Electronics,Online,20,0,4.3,4.2
CUST05145,35,Female,Chicago,40917,11,56.85,625.35,Health,Online,5,0,4.2,4.6
CUST05146,42,Female,Phoenix,75409,11,38.89,427.79,Clothing,In-Store,27,1,3.4,4.4
CUST05147,36,Female,San Antonio,21900,13,87.16,1133.08,Toys,Online,4,1,4.2,5.2
CUST05148,45,Male,San Jose,79362,12,165.24,1982.88,Toys,Online,1,0,3.8,5.4
CUST05149,32,Female,Phoenix,58050,14,137.47,1924.58,Automotive,Online,18,3,3.8,5.6
CUST05150,35,Female,San Jose,57608,14,87.57,1225.98,Sports,Online,14,2,3.3,5.3
CUST05151,32,Male,Dallas,48174,11,107.0,1177.0,Home & Garden,Mobile App,1,0,3.7,4.8
CUST05152,26,Female,Phoenix,46870,12,92.15,1105.8,Clothing,Online,7,1,3.6,4.9
CUST05153,29,Male,San Diego,63298,16,160.07,2561.12,Automotive,Mobile App,14,1,4.3,6.2
CUST05154,19,Male,San Antonio,44115,17,35.06,596.02,Health,In-Store,29,2,3.7,5.5
CUST05155,42,Female,San Antonio,136750,13,31.74,412.62,Sports,In-Store,13,3,3.8,4.8
CUST05156,35,Female,Phoenix,31533,10,30.47,304.7,Sports,Online,25,4,3.5,4.1
CUST05157,36,Female,Chicago,38722,8,65.0,520.0,Automotive,Mobile App,12,2,2.3,4.0
CUST05158,38,Female,Philadelphia,20000,11,145.57,1601.27,Groceries,Online,1,3,3.7,5.0
CUST05159,33,Female,New York,104511,12,56.33,675.96,Groceries,Online,44,0,4.1,4.5
CUST05160,31,Female,New York,84004,13,179.96,2339.48,Books,Online,62,1,4.4,5.3
CUST05161,36,Female,New York,24002,8,120.89,967.12,Electronics,Mobile App,19,0,3.8,4.1
CUST05162,22,Male,Dallas,48078,9,24.02,216.18,Sports,Online,1,2,3.5,4.1
CUST05163,30,Male,Houston,22189,20,92.07,1841.4,Electronics,In-Store,30,0,3.2,6.5
CUST05164,52,Female,Dallas,55034,13,113.43,1474.59,Home & Garden,Mobile App,18,0,4.3,5.2
CUST05165,23,Female,Philadelphia,51355,13,317.68,4129.84,Toys,Online,3,0,4.3,6.4
CUST05166,41,Female,Dallas,45437,11,40.09,440.99,Home & Garden,In-Store,23,3,3.0,4.4
CUST05167,22,Female,Phoenix,33638,9,29.79,268.11,Clothing,In-Store,139,1,3.3,3.2
CUST05168,48,Male,Houston,35191,17,191.19,3250.23,Electronics,Online,59,2,3.6,6.4
CUST05169,21,Female,Philadelphia,29788,13,10,130,Electronics,Online,3,2,3.2,4.7
CUST05170,24,Male,Philadelphia,38120,10,358.78,3587.8,Books,In-Store,14,1,4.3,5.6
CUST05171,27,Male,San Jose,39146,9,35.32,317.88,Health,Online,4,1,3.8,4.1
CUST05172,31,Male,Philadelphia,34215,14,13.78,192.92,Books,Online,43,3,3.6,4.7
CUST05173,21,Female,San Jose,93047,10,10,100,Home & Garden,Mobile App,17,0,4.0,4.1
CUST05174,40,Non-binary,Phoenix,58314,11,33.67,370.37,Books,Online,6,3,3.9,4.5
CUST05175,60,Male,San Diego,60118,13,56.8,738.4,Electronics,In-Store,11,1,3.5,4.9
CUST05176,44,Female,Chicago,47158,12,123.38,1480.56,Books,Mobile App,1,3,2.8,5.1
CUST05177,39,Female,New York,65132,16,33.88,542.08,Clothing,In-Store,1,2,3.3,5.4
CUST05178,41,Male,Philadelphia,96971,14,96.6,1352.4,Clothing,Online,33,4,4.3,5.2
CUST05179,19,Male,Phoenix,28394,12,108.45,1301.4,Sports,Mobile App,49,2,3.1,4.8
CUST05180,40,Male,San Jose,58561,12,47.96,575.52,Health,Mobile App,6,0,3.9,4.7
CUST05181,66,Male,Phoenix,53488,11,72.15,793.65,Beauty,Mobile App,1,2,3.5,4.7
CUST05182,56,Female,San Antonio,52475,11,81.17,892.87,Beauty,Online,58,1,3.3,4.4
CUST05183,36,Female,San Antonio,50454,6,141.71,850.26,Groceries,In-Store,40,0,3.6,3.6
CUST05184,42,Male,Philadelphia,38987,9,65.55,589.95,Beauty,In-Store,22,2,2.9,4.1
CUST05185,43,Male,San Diego,20000,7,204.7,1432.9,Groceries,Online,23,0,4.2,4.1
CUST05186,30,Male,Chicago,76600,11,149.41,1643.51,Groceries,Mobile App,1,2,3.7,5.0
CUST05187,33,Male,San Jose,70427,16,99.99,1599.84,Electronics,Online,14,1,4.4,5.8
CUST05188,42,Male,Phoenix,34928,16,81.09,1297.44,Toys,In-Store,4,2,3.8,5.8
CUST05189,33,Male,Phoenix,47680,12,168.63,2023.56,Toys,Mobile App,44,1,4.1,5.1
CUST05190,53,Male,Phoenix,40883,14,40.57,567.98,Beauty,Online,81,1,3.3,4.6
CUST05191,30,Male,San Antonio,258952,11,81.78,899.58,Beauty,Online,69,2,3.7,4.3
CUST05192,44,Female,Houston,20000,11,123.35,1356.85,Automotive,Online,10,3,2.5,4.9
CUST05193,38,Male,Los Angeles,23062,17,55.51,943.67,Groceries,Online,41,2,4.4,5.5
CUST05194,33,Female,Houston,22723,10,39.63,396.3,Clothing,Online,177,3,4.1,3.2
CUST05195,48,Female,San Jose,153916,13,89.4,1162.2,Electronics,Online,12,1,3.5,5.1
CUST05196,41,Male,Chicago,26583,17,19.21,326.57,Groceries,Mobile App,2,2,3.1,5.5
CUST05197,27,Female,Los Angeles,48309,17,27.88,473.96,Toys,Online,6,1,3.6,5.6
CUST05198,39,Female,Chicago,36030,9,80.16,721.44,Toys,Online,2,2,3.9,4.3
CUST05199,23,Male,Phoenix,37740,13,76.72,997.36,Automotive,In-Store,30,0,3.8,4.9
CUST05200,63,Female,San Jose,86108,11,47.11,518.21,Beauty,In-Store,36,2,3.5,4.3
CUST05201,27,Female,Philadelphia,20000,16,44.73,715.68,Automotive,Online,12,2,4.0,5.5
CUST05202,28,Male,Phoenix,45069,18,49.72,894.96,Groceries,In-Store,19,2,3.2,5.8
CUST05203,18,Male,Philadelphia,116246,12,54.46,653.52,Clothing,Online,24,0,4.7,4.6
CUST05204,18,Non-binary,Philadelphia,46986,11,48.87,537.57,Toys,Online,24,1,3.6,4.4
CUST05205,18,Male,Los Angeles,61679,15,52.1,781.5,Electronics,Online,42,4,4.0,5.1
CUST05206,30,Male,New York,98603,11,116.82,1285.02,Beauty,Online,65,1,4.0,4.5
CUST05207,48,Male,San Diego,115921,9,57.02,513.18,Toys,Online,4,1,3.4,4.2
CUST05208,50,Male,Philadelphia,43403,9,55.88,502.92,Home & Garden,Online,22,1,3.3,4.1
CUST05209,42,Male,San Diego,82240,13,24.37,316.81,Automotive,In-Store,11,1,3.3,4.8
CUST05210,18,Female,Phoenix,132307,11,134.21,1476.31,Clothing,Mobile App,18,1,4.3,4.9
CUST05211,27,Female,Los Angeles,81719,13,369.51,4803.63,Beauty,In-Store,142,3,3.9,5.8
CUST05212,62,Female,San Jose,85072,10,116.02,1160.2,Toys,Online,9,2,3.7,4.6
CUST05213,33,Male,San Jose,44954,10,41.83,418.3,Home & Garden,Online,33,0,4.0,4.1
CUST05214,41,Male,Dallas,24489,10,153.28,1532.8,Automotive,Online,2,0,4.2,4.8
CUST05215,50,Male,Dallas,54008,13,91.26,1186.38,Home & Garden,Online,19,3,2.9,5.1
CUST05216,54,Female,Los Angeles,42824,10,70.26,702.6,Home & Garden,Online,44,2,4.2,4.2
CUST05217,28,Female,San Jose,110827,21,202.28,4247.88,Groceries,Online,9,3,3.4,7.9
CUST05218,52,Male,San Diego,25413,13,41.31,537.03,Automotive,In-Store,27,1,3.8,4.8
CUST05219,28,Male,Dallas,31308,15,63.48,952.2,Clothing,Online,23,0,3.2,5.3
CUST05220,28,Male,Dallas,45979,8,264.69,2117.52,Toys,Online,34,1,3.4,4.5
CUST05221,53,Male,Dallas,46346,12,189.28,2271.36,Books,Online,4,2,3.4,5.5
CUST05222,39,Female,Philadelphia,38664,4,90.93,363.72,Groceries,Online,38,1,3.8,3.0
CUST05223,29,Female,San Antonio,46657,14,31.26,437.64,Beauty,Mobile App,1,1,3.4,5.1
CUST05224,33,Male,Philadelphia,49432,13,39.8,517.4,Home & Garden,Online,8,0,4.1,4.9
CUST05225,28,Female,Dallas,57697,13,61.36,797.68,Electronics,Online,3,0,4.3,5.0
CUST05226,46,Female,Los Angeles,41164,8,167.55,1340.4,Beauty,Online,94,1,3.6,3.8
CUST05227,50,Male,Phoenix,23199,11,157.9,1736.9,Sports,Mobile App,1,2,2.8,5.1
CUST05228,34,Female,San Diego,65670,17,58.11,987.87,Toys,In-Store,13,1,3.5,5.7
CUST05229,25,Female,San Jose,53265,12,304.15,3649.8,Books,In-Store,66,0,4.6,5.7
CUST05230,45,Male,Phoenix,132597,8,31.85,254.8,Home & Garden,Online,365,2,4.1,1.6
CUST05231,55,Male,San Jose,20000,17,343.02,5831.34,Health,In-Store,3,0,3.9,7.9
CUST05232,66,Female,San Antonio,127059,10,74.5,745.0,Sports,Mobile App,7,0,3.0,4.4
CUST05233,49,Male,San Jose,20000,15,110.44,1656.6,Health,In-Store,11,2,3.0,5.7
CUST05234,45,Female,New York,27383,15,93.88,1408.2,Clothing,Online,36,3,4.8,5.4
CUST05235,25,Female,Philadelphia,39913,10,143.07,1430.7,Toys,Online,40,4,2.9,4.5
CUST05236,51,Male,Houston,38640,9,309.21,2782.89,Beauty,Online,128,1,3.4,4.4
CUST05237,23,Female,Dallas,58318,13,93.73,1218.49,Health,Online,14,2,3.1,5.1
CUST05238,33,Female,Phoenix,144709,14,40.17,562.38,Groceries,In-Store,3,1,4.4,5.1
CUST05239,19,Male,Dallas,43482,10,82.76,827.6,Automotive,Online,6,2,3.9,4.5
CUST05240,21,Female,San Jose,52427,11,54.28,597.08,Toys,In-Store,8,2,4.7,4.5
CUST05241,37,Male,Dallas,185181,11,60.95,670.45,Beauty,Mobile App,22,1,4.2,4.5
CUST05242,34,Female,Philadelphia,36497,16,91.64,1466.24,Health,Online,9,1,4.2,5.8
CUST05243,47,Female,Dallas,74614,12,101.83,1221.96,Clothing,Mobile App,11,2,2.8,5.0
CUST05244,46,Male,Chicago,84831,11,86.21,948.31,Clothing,Online,6,4,3.6,4.7
CUST05245,40,Female,Dallas,23296,12,72.72,872.64,Health,In-Store,5,3,3.1,4.9
CUST05246,45,Female,Los Angeles,189582,13,119.7,1556.1,Groceries,Online,114,0,3.6,4.6
CUST05247,41,Female,San Jose,168746,16,95.09,1521.44,Toys,Mobile App,3,2,3.3,5.9
CUST05248,27,Male,Philadelphia,61518,9,45.07,405.63,Health,In-Store,86,0,3.3,3.6
CUST05249,36,Female,Phoenix,20000,13,19.51,253.63,Beauty,Mobile App,1,2,3.2,4.8
CUST05250,18,Female,Houston,72385,7,18.08,126.56,Books,Online,51,1,3.6,3.4
CUST05251,30,Female,Dallas,48270,14,278.51,3899.14,Books,Mobile App,7,1,3.8,6.5
CUST05252,45,Male,Chicago,36681,10,43.48,434.8,Home & Garden,In-Store,3,1,3.2,4.3
CUST05253,37,Male,Dallas,44058,12,10,120,Beauty,In-Store,1,1,3.2,4.6
CUST05254,49,Female,Los Angeles,22952,14,50.68,709.52,Clothing,In-Store,19,0,4.7,5.1
CUST05255,47,Female,San Diego,29783,5,215.3,1076.5,Automotive,Online,13,1,3.4,3.7
CUST05256,41,Female,Philadelphia,111123,13,113.33,1473.29,Health,Online,57,0,4.2,5.0
CUST05257,23,Female,San Jose,58372,17,62.75,1066.75,Health,In-Store,2,0,3.7,5.8
CUST05258,65,Male,Los Angeles,32570,17,54.31,923.27,Toys,Online,8,3,4.2,5.7
CUST05259,28,Male,Philadelphia,20000,12,77.62,931.44,Groceries,In-Store,79,0,3.4,4.4
CUST05260,24,Male,San Antonio,20426,11,206.8,2274.8,Health,Online,21,0,3.5,5.2
CUST05261,29,Female,Philadelphia,51715,10,39.22,392.2,Clothing,In-Store,44,3,3.8,4.1
CUST05262,36,Female,Dallas,54594,9,175.91,1583.19,Automotive,In-Store,65,1,3.9,4.3
CUST05263,33,Female,San Diego,53995,8,74.45,595.6,Electronics,In-Store,18,2,3.6,4.0
CUST05264,31,Female,Houston,36523,11,226.55,2492.05,Groceries,In-Store,25,2,3.6,5.2
CUST05265,47,Male,Los Angeles,47600,6,33.27,199.62,Clothing,In-Store,88,0,4.5,3.0
CUST05266,40,Female,Los Angeles,106216,6,138.42,830.52,Electronics,Online,59,1,3.4,3.4
CUST05267,33,Female,Chicago,54186,15,123.85,1857.75,Health,Mobile App,16,4,3.4,5.7
CUST05268,36,Male,Philadelphia,69990,12,52.7,632.4,Beauty,Online,17,0,4.0,4.7
CUST05269,40,Female,New York,40288,15,139.71,2095.65,Health,Online,2,3,3.4,5.9
CUST05270,51,Female,Dallas,42534,12,35.73,428.76,Clothing,Mobile App,140,0,3.8,3.8
CUST05271,50,Female,New York,32593,12,116.49,1397.88,Sports,Online,4,3,3.3,5.1
CUST05272,40,Female,Phoenix,26935,19,21.55,409.45,Home & Garden,In-Store,17,2,4.2,5.8
CUST05273,18,Male,Los Angeles,40266,12,134.43,1613.16,Beauty,Mobile App,15,3,3.2,5.1
CUST05274,24,Female,Dallas,88365,18,147.21,2649.78,Toys,Online,3,1,4.1,6.7
CUST05275,33,Female,Chicago,50219,13,70.43,915.59,Toys,Online,23,3,3.4,4.9
CUST05276,43,Female,Dallas,55931,18,90.21,1623.78,Health,Online,71,0,3.3,5.8
CUST05277,46,Male,Philadelphia,21672,17,180.35,3065.95,Home & Garden,In-Store,26,1,3.5,6.5
CUST05278,46,Male,New York,41104,18,33.35,600.3,Beauty,In-Store,81,2,3.0,5.3
CUST05279,34,Non-binary,San Antonio,23635,20,44.18,883.6,Clothing,Online,12,5,3.8,6.2
CUST05280,47,Female,San Diego,49797,10,107.97,1079.7,Home & Garden,Online,15,1,4.1,4.5
CUST05281,39,Male,San Antonio,145609,11,25.18,276.98,Books,Online,49,3,3.6,4.2
CUST05282,27,Female,Chicago,30753,15,44.04,660.6,Beauty,Online,54,4,3.3,5.0
CUST05283,18,Female,Los Angeles,137048,16,289.91,4638.56,Books,Online,66,6,2.9,6.8
CUST05284,27,Male,San Jose,20000,14,34.64,484.96,Electronics,In-Store,81,1,3.0,4.6
CUST05285,63,Female,Houston,62013,15,187.25,2808.75,Toys,Online,55,3,2.9,5.9
CUST05286,33,Male,Chicago,91298,18,21.98,395.64,Automotive,In-Store,11,1,4.7,5.7
CUST05287,29,Non-binary,San Antonio,59245,9,97.95,881.55,Books,Online,8,0,4.0,4.3
CUST05288,18,Female,Phoenix,80794,13,151.01,1963.13,Groceries,In-Store,5,1,3.8,5.5
CUST05289,33,Male,Phoenix,52856,12,68.22,818.64,Sports,Online,46,1,3.2,4.6
CUST05290,20,Female,San Antonio,23081,13,24.13,313.69,Clothing,Online,7,4,3.9,4.8
CUST05291,40,Male,San Diego,33554,9,175.95,1583.55,Beauty,In-Store,32,2,3.0,4.5
CUST05292,46,Male,Dallas,39480,11,77.71,854.81,Sports,Online,10,1,3.2,4.6
CUST05293,29,Male,Philadelphia,42559,8,196.36,1570.88,Clothing,Online,168,0,3.8,3.4
CUST05294,31,Female,Dallas,96783,8,87.2,697.6,Electronics,Online,5,0,3.9,4.1
CUST05295,54,Non-binary,New York,45122,18,44.99,809.82,Sports,Online,30,1,3.7,5.7
CUST05296,43,Male,San Antonio,20000,14,65.47,916.58,Groceries,Mobile App,4,3,3.1,5.2
CUST05297,52,Female,Los Angeles,50043,9,139.98,1259.82,Sports,In-Store,11,1,2.4,4.5
CUST05298,28,Female,San Diego,57826,8,49.76,398.08,Clothing,In-Store,60,1,4.4,3.6
CUST05299,29,Female,San Jose,24188,11,92.62,1018.82,Beauty,In-Store,27,1,3.6,4.6
CUST05300,30,Female,San Jose,97441,15,30.04,450.6,Books,In-Store,5,1,4.5,5.2
CUST05301,18,Male,San Diego,32395,14,78.17,1094.38,Books,Online,44,0,3.6,5.1
CUST05302,33,Female,San Jose,35527,10,45.27,452.7,Electronics,In-Store,16,1,4.0,4.3
CUST05303,50,Male,Dallas,31422,9,76.14,685.26,Sports,Mobile App,80,0,3.6,3.8
CUST05304,40,Female,Phoenix,171557,10,29.04,290.4,Beauty,In-Store,15,2,4.1,4.2
CUST05305,38,Male,Houston,29471,10,136.61,1366.1,Beauty,In-Store,18,6,3.1,4.6
CUST05306,75,Female,Chicago,278459,15,36.48,547.2,Toys,Online,23,0,4.0,5.1
CUST05307,44,Male,Houston,173620,14,49.93,699.02,Electronics,In-Store,30,2,3.4,5.0
CUST05308,51,Male,Dallas,28798,8,263.48,2107.84,Automotive,Mobile App,12,1,3.1,4.6
CUST05309,44,Female,San Antonio,20000,16,92.43,1478.88,Sports,In-Store,20,1,3.7,5.7
CUST05310,52,Female,New York,92501,16,174.63,2794.08,Home & Garden,Online,23,3,3.9,6.3
CUST05311,34,Male,Dallas,63126,9,40.34,363.06,Automotive,Mobile App,17,3,4.3,4.0
CUST05312,51,Female,Houston,82327,14,200.19,2802.66,Automotive,Online,5,1,4.0,6.0
CUST05313,44,Female,Philadelphia,34264,10,10,100,Automotive,Online,77,1,3.4,3.7
CUST05314,43,Male,San Antonio,33350,12,78.56,942.72,Sports,In-Store,3,0,4.1,4.9
CUST05315,38,Male,Phoenix,94592,14,20.77,290.78,Clothing,Online,21,0,3.6,4.9
CUST05316,42,Male,New York,128588,17,31.13,529.21,Health,Mobile App,22,1,3.2,5.5
CUST05317,46,Female,Philadelphia,178846,13,67.6,878.8,Home & Garden,In-Store,6,0,4.2,5.0
CUST05318,39,Female,San Antonio,35582,12,141.7,1700.4,Electronics,Online,2,4,3.4,5.2
CUST05319,54,Male,Chicago,59947,14,139.98,1959.72,Beauty,Online,13,2,3.0,5.6
CUST05320,48,Male,New York,59124,13,68.29,887.77,Sports,Online,168,3,3.5,4.0
CUST05321,26,Female,Houston,66239,17,26.05,442.85,Clothing,In-Store,14,3,3.4,5.5
CUST05322,20,Female,Philadelphia,28246,16,42.95,687.2,Toys,Online,28,1,4.7,5.3
CUST05323,34,Male,Phoenix,25902,19,119.22,2265.18,Clothing,Online,7,3,5.0,6.7
CUST05324,46,Female,San Diego,59192,6,143.92,863.52,Health,Mobile App,76,1,3.4,3.4
CUST05325,31,Male,San Jose,90587,9,54.14,487.26,Home & Garden,Online,18,0,3.9,4.1
CUST05326,31,Male,Houston,49094,10,133.47,1334.7,Automotive,In-Store,13,2,3.3,4.7
CUST05327,29,Male,San Diego,48051,8,167.24,1337.92,Health,Online,19,0,3.9,4.3
CUST05328,25,Female,Chicago,25719,11,69.82,768.02,Groceries,In-Store,72,2,3.5,4.2
CUST05329,27,Female,San Diego,39538,9,76.44,687.96,Electronics,In-Store,62,0,4.8,3.9
CUST05330,30,Female,San Diego,83742,7,61.4,429.8,Groceries,In-Store,37,1,4.0,3.6
CUST05331,33,Non-binary,San Jose,22726,12,77.61,931.32,Books,Online,33,1,3.3,4.7
CUST05332,34,Male,Los Angeles,133357,10,72.24,722.4,Toys,Mobile App,21,2,4.1,4.3
CUST05333,49,Female,Chicago,39505,12,27.55,330.6,Sports,Online,18,0,5.0,4.5
CUST05334,29,Female,Houston,36867,15,105.54,1583.1,Groceries,Online,3,2,4.2,5.7
CUST05335,29,Male,San Jose,62135,10,52.0,520.0,Electronics,Online,49,0,3.9,4.1
CUST05336,49,Male,Dallas,188928,13,48.34,628.42,Books,Online,22,1,4.2,4.8
CUST05337,38,Male,New York,41989,9,136.81,1231.29,Toys,Online,78,0,3.6,4.0
CUST05338,44,Female,San Diego,24629,10,140.45,1404.5,Groceries,Online,21,1,3.8,4.6
CUST05339,19,Female,New York,27482,9,55.95,503.55,Electronics,In-Store,64,2,4.1,3.8
CUST05340,45,Female,Houston,28899,13,234.56,3049.28,Books,Mobile App,75,1,4.7,5.5
CUST05341,41,Male,Chicago,20000,10,90.62,906.2,Clothing,In-Store,2,1,3.8,4.5
CUST05342,18,Male,Dallas,99153,10,63.23,632.3,Health,Online,37,1,4.0,4.2
CUST05343,18,Male,San Diego,30339,11,52.36,575.96,Health,Online,5,2,3.4,4.6
CUST05344,34,Male,San Diego,27218,26,286.01,7436.26,Home & Garden,Online,23,2,3.9,10.0
CUST05345,40,Female,San Jose,33354,6,86.5,519.0,Electronics,Online,75,0,3.9,3.2
CUST05346,50,Male,San Jose,26164,18,89.41,1609.38,Toys,Online,15,4,3.9,6.2
CUST05347,35,Female,New York,77942,15,144.66,2169.9,Toys,Online,16,2,3.6,5.9
CUST05348,43,Male,Houston,32602,5,73.63,368.15,Automotive,Mobile App,176,0,4.4,2.3
CUST05349,21,Female,Dallas,79968,8,88.26,706.08,Toys,Mobile App,173,0,4.2,3.0
CUST05350,36,Female,San Diego,30066,13,93.96,1221.48,Groceries,Online,31,0,3.6,5.0
CUST05351,37,Male,Phoenix,53134,12,121.18,1454.16,Beauty,Mobile App,6,2,3.4,5.1
CUST05352,37,Female,Phoenix,40752,10,42.83,428.3,Books,In-Store,40,0,3.6,4.1
CUST05353,34,Non-binary,Los Angeles,91893,12,85.78,1029.36,Health,Online,14,2,3.6,4.9
CUST05354,40,Female,Los Angeles,46334,10,52.69,526.9,Toys,Mobile App,61,1,3.7,4.0
CUST05355,61,Male,Phoenix,24937,9,45.66,410.94,Home & Garden,Online,41,2,3.5,3.9
CUST05356,32,Non-binary,Chicago,50598,18,29.79,536.22,Home & Garden,In-Store,21,1,3.4,5.7
CUST05357,58,Male,Chicago,30268,10,58.03,580.3,Groceries,Online,17,1,3.7,4.3
CUST05358,47,Male,San Antonio,93155,17,20.18,343.06,Electronics,Online,54,2,4.0,5.2
CUST05359,25,Male,San Jose,78240,21,48.09,1009.89,Sports,In-Store,57,4,3.3,6.2
CUST05360,43,Male,New York,36606,12,28.44,341.28,Health,Online,20,0,4.3,4.5
CUST05361,28,Female,San Diego,90611,11,31.95,351.45,Toys,Mobile App,2,1,4.7,4.5
CUST05362,32,Male,New York,43475,9,173.82,1564.38,Home & Garden,In-Store,52,2,2.2,4.3
CUST05363,33,Male,Philadelphia,31424,7,30.26,211.82,Beauty,Online,16,0,3.6,3.6
CUST05364,39,Female,San Diego,44046,11,31.84,350.24,Books,Online,49,3,3.8,4.2
CUST05365,61,Male,Phoenix,64802,12,48.41,580.92,Automotive,Online,1,2,3.0,4.8
CUST05366,53,Non-binary,Chicago,41422,11,325.56,3581.16,Sports,Mobile App,47,2,4.3,5.6
CUST05367,27,Female,Philadelphia,28615,14,32.74,458.36,Health,In-Store,2,1,3.8,5.1
CUST05368,57,Male,New York,38409,16,77.4,1238.4,Groceries,Online,49,0,4.2,5.4
CUST05369,37,Female,Los Angeles,36698,16,54.22,867.52,Beauty,Mobile App,1,4,3.7,5.6
CUST05370,49,Female,Los Angeles,37628,10,43.38,433.8,Groceries,Mobile App,21,1,3.4,4.2
CUST05371,61,Female,San Antonio,20000,8,33.82,270.56,Sports,In-Store,114,0,3.8,3.2
CUST05372,36,Female,San Antonio,33912,8,85.64,685.12,Sports,Online,2,1,4.5,4.1
CUST05373,22,Male,Dallas,22736,17,50.66,861.22,Books,Online,37,1,3.9,5.5
CUST05374,23,Male,New York,28599,15,178.71,2680.65,Electronics,In-Store,32,1,4.0,6.0
CUST05375,22,Male,San Diego,22146,14,123.81,1733.34,Sports,Online,8,2,3.6,5.6
